COUNT,RARITY,METATOON STUDIOS CHARACTER,BACKGROUND NAME,BACKGROUND COLOR,SKIN,SKIN COLOR NAME,BODY,BODY COLOR NAME,FACE,FACE COLOR NAME,FRECKLES,WHISKERS,TEETH,TEETH COLOR NAME,TONGUE,TONGUE COLOR,EYES,EYE COLOR NAME,TRAIT 1,TRAIT 1 - COLOR 1,TRAIT 1 - COLOR 2,TRAIT 2,TRAIT 2 - COLOR 1,TRAIT 2 - COLOR 2,TRAIT 3,TRAIT 3 - COLOR 1,TRAIT 3 - COLOR 2,TRAIT 4,TRAIT 4 - COLOR 1,TRAIT 4 - COLOR 2,PROP
664,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,HADES LENS,JUST BROWM,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,POW RED,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,BRIORANGE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,LOONY EYES,FIAT YELLOW,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,HADES LENS,JUST BROWM,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,DARK WHITE,YES,YES,WOLF FANGS,DARK WHITE,OG,DARK WHITE,INFATUATION,DARK WHITE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,DARK WHITE,YES,YES,WOLF FANGS,DARK WHITE,OG,DARK WHITE,INFATUATION,DARK WHITE,SALVATION,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,FIAT YELLOW,SALVATION,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,SALVATION,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SALVATION,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,SOULESS,JUST BROWM,SALVATION,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,FIAT YELLOW,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,HONEYCOMB,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,HONEYCOMB,XX,TUXEDO BLACK,SCENE OF THE CRIME,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,PABLO'S WEB,PERUVIAN ROAST,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,JUNGLE MINT,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,PASTEL PINK ,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SCENE OF THE CRIME,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,PAYDAY,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,ANGRY,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,HADES LENS,PERUVIAN ROAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,WHISKEY BLUE,HOWLING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,SOULESS,PERUVIAN ROAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA
690,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,XX,TUXEDO BLACK,LAST WORDS,KILLER PINK,NA,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA
691,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,STICK EM UP,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,PASTEL PINK ,KA BOOM,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,EXHILARATION,ROYAL BLUE,KA BOOM,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,PAYDAY,PASTEL PINK ,KA BOOM,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,INFATUATION,POW RED,BLOWIN STEAM,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,ROYAL BLUE,BLOWIN STEAM,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,DARK WHITE,BLOWIN STEAM,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,BLOWIN STEAM,BILLIE GREEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,TOON EYES,FIAT YELLOW,BLOWIN STEAM,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,BLOWIN STEAM,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,HADES LENS,BLISS BROWN,BLOWIN STEAM,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,LOONY EYES,LEMONADE,MIND BLOWN,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,PABLO'S WEB,BLISS BROWN,MIND BLOWN,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,PAYDAY,JUNGLE MINT,MIND BLOWN,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,INFATUATION,PASTEL PINK ,MIND BLOWN,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,SOULESS,BLISS BROWN,MIND BLOWN,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,TOON EYES,DARK WHITE,MIND BLOWN,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,FIAT YELLOW,MIND BLOWN,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,MIND BLOWN,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,XX,TUXEDO BLACK,MIND BLOWN,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,HONEYCOMB,MIND BLOWN,BONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,ROYAL BLUE,SEEING STARS,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,SEEING STARS,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,SEEING STARS,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,XX,TUXEDO BLACK,SEEING STARS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,XX,TUXEDO BLACK,SEEING STARS,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,SLEEPY GREY,SEEING STARS,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,BRIORANGE,SEEING STARS,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,HADES LENS,BLISS BROWN,SEEING STARS,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,HADES LENS,BLISS BROWN,THUMPED,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,PABLO'S WEB,BLISS BROWN,THUMPED,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,THUMPED,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,THUMPED,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,ROYAL BLUE,THUMPED,HELL RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,BRIORANGE,THUMPED,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,THUMPED,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,TOON EYES,DARK WHITE,THUMPED,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,BRIORANGE,THUMPED,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,POW RED,THUMPED,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,PAYDAY,BILLIE GREEN,THUMPED,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,THUMPED,KILLER PINK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,HADES LENS,BLISS BROWN,THUMPED,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,10 GALLON,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,10 GALLON,HELL RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,XX,TUXEDO BLACK,10 GALLON,BONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,XX,TUXEDO BLACK,CUPIDS BOW,FIAT YELLOW,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,CUPIDS BOW,BILLIE GREEN,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,CUPIDS BOW,PASTEL PINK ,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,XX,TUXEDO BLACK,CUPIDS BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,SOULESS,MORNING BLEND,CUPIDS BOW,HELL RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,SOULESS,MORNING BLEND,CUPIDS BOW,JUNGLE MINT,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,FIAT YELLOW,CUPIDS BOW,HONEYCOMB,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,DARK WHITE,PABLO'S WEB,MORNING BLEND,CUPIDS BOW,DARK WHITE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,DARK WHITE,CUPIDS BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
